Commoditygroups,DeclarationDate,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DecisionControlDateMonth,CountryofOrigin,ArrivalatDPE,Forimport,CommodityCode,Descriptionofcommodity,Producttemperature,Commodityintendedfor,Documentarycheck,AcceptableforTransfer,NotAcceptable,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,Acceptableforreleaseforfreecirculation,NotAcceptable2,ReasonforRefusal,DPEName,NoOfConsignments,NetWeightKg
Other/Animal or vegetable fats and oils,2019-06-13,2019,Q2,6,13,2019-06-27,Ghana,2019-05-31,For import,15119099,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Sudan III (CAS number 85-86-9),Satisfactory,Human consumption,-,-,"Tilbury, P",1,16000
Other/Animal or vegetable fats and oils,2019-06-21,2019,Q2,6,21,2019-06-21,Ghana,2019-06-21,For import,15111090,Other than 1511 10 10,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,2400
Other/Animal or vegetable fats and oils,2019-06-28,2019,Q2,6,28,2019-06-29,Ghana,2019-06-28,For import,15119011,In immediate packings of a net content not exceeding 1|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,12368
"Other/Beverages, spirits and vinegar",2019-05-24,2019,Q2,5,24,2019-06-03,Japan,2019-05-30,For import,22029911,"Soya-based beverages with a protein content of 2,8 % or more by weight",Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,130
"Other/Beverages, spirits and vinegar",2019-06-18,2019,Q2,6,18,2019-06-21,Japan,2019-06-26,For import,22060059,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,18
Other/Miscellaneous edible preparations,2019-05-24,2019,Q2,5,24,2019-06-03,Japan,2019-05-31,For import,21039090,Other,Frozen,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,450
Other/Miscellaneous edible preparations,2019-05-24,2019,Q2,5,24,2019-06-03,Japan,2019-05-31,For import,21039090,Other,Frozen,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,60
Other/Miscellaneous edible preparations,2019-05-24,2019,Q2,5,24,2019-06-03,Japan,2019-05-31,For import,21039090,Other,Frozen,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,5760
Other/Miscellaneous edible preparations,2019-05-24,2019,Q2,5,24,2019-06-03,Japan,2019-05-30,For import,21031000,Soya sauce,Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,545
Other/Miscellaneous edible preparations,2019-05-24,2019,Q2,5,24,2019-06-03,Japan,2019-05-30,For import,21069092,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch",Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,53
Other/Miscellaneous edible preparations,2019-05-31,2019,Q2,5,31,2019-06-03,Japan,2019-06-02,For import,21061020,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch",Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,66
Other/Miscellaneous edible preparations,2019-06-02,2019,Q2,6,2,2019-06-02,Japan,2019-06-02,For import,21039090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,270
Other/Miscellaneous edible preparations,2019-06-02,2019,Q2,6,2,2019-06-02,Japan,2019-06-02,For import,21041000,Soups and broths and preparations therefor,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,18
Other/Miscellaneous edible preparations,2019-06-05,2019,Q2,6,5,2019-06-07,Japan,2019-06-06,For import,2106,Food preparations not elsewhere specified or included,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,5
Other/Miscellaneous edible preparations,2019-06-06,2019,Q2,6,6,2019-06-06,China,2019-04-17,For import,21039090,Other,Ambient,Human consumption,Not satisfactory,-,Destruction,/,/,no,-,-,-,-,Absence/Invalid certificate (if applicable), ,1,134
Other/Miscellaneous edible preparations,2019-06-10,2019,Q2,6,10,2019-06-13,Japan,2019-06-08,For import,21069092,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch",Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1126
Other/Miscellaneous edible preparations,2019-06-11,2019,Q2,6,11,2019-06-13,Japan,2019-06-15,For import,21041000,Soups and broths and preparations therefor,Frozen,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,100
Other/Miscellaneous edible preparations,2019-06-12,2019,Q2,6,12,2019-06-12,India,2019-05-31,For import,21039090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,48
Other/Miscellaneous edible preparations,2019-06-14,2019,Q2,6,14,2019-06-18,Japan,2019-06-23,For import,21069092,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch",Frozen,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,1766
Other/Miscellaneous edible preparations,2019-06-17,2019,Q2,6,17,2019-06-17,Japan,2019-06-16,For import,21061020,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch",Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,66
Other/Miscellaneous edible preparations,2019-06-19,2019,Q2,6,19,2019-06-20,Japan,2019-06-26,For import,21039090,Other,Frozen,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,7400
Other/Miscellaneous edible preparations,2019-06-20,2019,Q2,6,20,2019-06-25,Japan,2019-07-06,For import,21069092,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch",Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,132
Other/Miscellaneous edible preparations,2019-06-27,2019,Q2,6,27,2019-06-28,Japan,2019-06-29,For import,21031000,Soya sauce,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,408
"Other/Preparations of cereals, flour, starch or milk",2019-05-23,2019,Q2,5,23,2019-06-10,China,2019-05-26,For import,19023090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Southampton, P",1,3240
"Other/Preparations of cereals, flour, starch or milk",2019-05-23,2019,Q2,5,23,2019-06-10,China,2019-05-26,For import,19023090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Southampton, P",1,3780
"Other/Preparations of cereals, flour, starch or milk",2019-05-23,2019,Q2,5,23,2019-06-10,China,2019-05-26,For import,19023090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Southampton, P",1,3240
"Other/Preparations of cereals, flour, starch or milk",2019-05-23,2019,Q2,5,23,2019-06-10,China,2019-05-26,For import,19023090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Southampton, P",1,7200
"Other/Preparations of cereals, flour, starch or milk",2019-05-23,2019,Q2,5,23,2019-06-10,China,2019-05-26,For import,19023090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Southampton, P",1,4860
"Other/Preparations of cereals, flour, starch or milk",2019-05-29,2019,Q2,5,29,2019-06-13,China,2019-06-01,For import,19023090,Other,Chilled,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,13173
"Other/Preparations of cereals, flour, starch or milk",2019-05-29,2019,Q2,5,29,2019-06-18,China,2019-05-16,For import,19049010,Obtained from rice,Ambient,Human consumption,Not satisfactory,-,Destruction,/,/,no,-,-,-,-,Absence/Invalid certificate (if applicable), ,1,550
"Other/Preparations of cereals, flour, starch or milk",2019-05-30,2019,Q2,5,30,2019-06-10,China,2019-06-02,For import,19023090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Southampton, P",1,2419
"Other/Preparations of cereals, flour, starch or milk",2019-05-30,2019,Q2,5,30,2019-06-10,China,2019-06-02,For import,19023090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Southampton, P",1,3024
"Other/Preparations of cereals, flour, starch or milk",2019-05-30,2019,Q2,5,30,2019-06-18,China,2019-05-04,For import,19022091,Cooked,Ambient,Human consumption,Not satisfactory,-,Destruction,/,/,no,-,-,-,-,Absence/Invalid certificate (if applicable), ,1,2025
"Other/Preparations of cereals, flour, starch or milk",2019-06-05,2019,Q2,6,5,2019-06-24,China,2019-06-12,For import,19023090,Other,Chilled,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,2218
"Other/Preparations of cereals, flour, starch or milk",2019-06-05,2019,Q2,6,5,2019-06-28,China,2019-06-12,For import,19023090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,3600
"Other/Preparations of cereals, flour, starch or milk",2019-06-06,2019,Q2,6,6,2019-06-06,China,2019-04-17,For import,190230,Other pasta,Ambient,Human consumption,Not satisfactory,-,Destruction,/,/,no,-,-,-,-,Absence/Invalid certificate (if applicable), ,1,360
"Other/Preparations of cereals, flour, starch or milk",2019-06-07,2019,Q2,6,7,2019-06-19,China,2019-06-13,For import,19023010,Dried,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,13650
"Other/Preparations of cereals, flour, starch or milk",2019-06-10,2019,Q2,6,10,2019-06-21,China,2019-06-12,For import,19049010,Obtained from rice,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,21000
"Other/Preparations of cereals, flour, starch or milk",2019-06-13,2019,Q2,6,13,2019-06-25,China,2019-06-17,For import,19023090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,16151
"Other/Preparations of cereals, flour, starch or milk",2019-06-13,2019,Q2,6,13,2019-06-25,China,2019-06-17,For import,19023090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,GM rice,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,16200
"Other/Preparations of vegetables, fruit, nuts",2019-05-10,2019,Q2,5,10,2019-06-14,Turkey,2019-05-21,For import,2008191320,Pistachios,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,10000
"Other/Preparations of vegetables, fruit, nuts",2019-05-20,2019,Q2,5,20,2019-06-03,Japan,2019-05-23,For import,20049098,Other,Frozen,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,caesium-134,Satisfactory,Human consumption,-,-,"Southampton, P",1,90
"Other/Preparations of vegetables, fruit, nuts",2019-05-20,2019,Q2,5,20,2019-06-03,Japan,2019-05-23,For import,20049098,Other,Frozen,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,caesium-137,Satisfactory,Human consumption,-,-,"Southampton, P",1,90
"Other/Preparations of vegetables, fruit, nuts",2019-05-20,2019,Q2,5,20,2019-06-03,Japan,2019-05-23,For import,20049098,Other,Frozen,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,caesium-134,Satisfactory,Human consumption,-,-,"Southampton, P",1,45
"Other/Preparations of vegetables, fruit, nuts",2019-05-20,2019,Q2,5,20,2019-06-03,Japan,2019-05-23,For import,20049098,Other,Frozen,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,caesium-137,Satisfactory,Human consumption,-,-,"Southampton, P",1,45
"Other/Preparations of vegetables, fruit, nuts",2019-05-22,2019,Q2,5,22,2019-06-11,China,2019-06-01,For import,20081191,In immediate packings of a net content exceeding 1|kg,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,16890
"Other/Preparations of vegetables, fruit, nuts",2019-05-22,2019,Q2,5,22,2019-06-19,Japan,2019-06-16,For import,20059100,Bamboo shoots,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,caesium-134,Satisfactory,Human consumption,-,-,"Southampton, P",1,2700
"Other/Preparations of vegetables, fruit, nuts",2019-05-22,2019,Q2,5,22,2019-06-19,Japan,2019-06-16,For import,20059100,Bamboo shoots,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,caesium-137,Satisfactory,Human consumption,-,-,"Southampton, P",1,2700
"Other/Preparations of vegetables, fruit, nuts",2019-05-24,2019,Q2,5,24,2019-06-03,Japan,2019-05-31,For import,20049098,Other,Frozen,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,156
"Other/Preparations of vegetables, fruit, nuts",2019-05-24,2019,Q2,5,24,2019-06-03,Japan,2019-05-31,For import,20049098,Other,Frozen,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,3369
"Other/Preparations of vegetables, fruit, nuts",2019-05-28,2019,Q2,5,28,2019-06-05,Turkey,2019-05-24,For import,2008999960,Figs,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,3602
"Other/Preparations of vegetables, fruit, nuts",2019-05-29,2019,Q2,5,29,2019-06-03,Turkey,2019-06-05,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,12000
"Other/Preparations of vegetables, fruit, nuts",2019-05-29,2019,Q2,5,29,2019-06-04,China,2019-05-31,For import,200811,Groundnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,600
"Other/Preparations of vegetables, fruit, nuts",2019-05-30,2019,Q2,5,30,2019-06-01,Turkey,2019-05-31,For import,2008199320,Pistachios,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,252
"Other/Preparations of vegetables, fruit, nuts",2019-05-30,2019,Q2,5,30,2019-06-04,Turkey,2019-06-05,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,11550
"Other/Preparations of vegetables, fruit, nuts",2019-05-30,2019,Q2,5,30,2019-06-11,Turkey,2019-05-26,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin B1,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,10000
"Other/Preparations of vegetables, fruit, nuts",2019-05-30,2019,Q2,5,30,2019-06-11,Turkey,2019-05-26,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin B2,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,10000
"Other/Preparations of vegetables, fruit, nuts",2019-05-30,2019,Q2,5,30,2019-06-11,Turkey,2019-05-26,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin G1,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,10000
"Other/Preparations of vegetables, fruit, nuts",2019-05-30,2019,Q2,5,30,2019-06-11,Turkey,2019-05-26,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin G2,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,10000
"Other/Preparations of vegetables, fruit, nuts",2019-05-30,2019,Q2,5,30,2019-06-11,Turkey,2019-05-26,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,10000
"Other/Preparations of vegetables, fruit, nuts",2019-05-30,2019,Q2,5,30,2019-06-19,Turkey,2019-06-05,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,9450
"Other/Preparations of vegetables, fruit, nuts",2019-05-31,2019,Q2,5,31,2019-06-01,China,2019-05-25,For import,20081191,In immediate packings of a net content exceeding 1|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,17000
"Other/Preparations of vegetables, fruit, nuts",2019-06-03,2019,Q2,6,3,2019-06-03,Turkey,2019-04-28,For import,2008199520,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,126
"Other/Preparations of vegetables, fruit, nuts",2019-06-03,2019,Q2,6,3,2019-06-03,Turkey,,For import,200819,"Other than 2008 11, including mixtures",Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Dover DPI (CED),1,19500
"Other/Preparations of vegetables, fruit, nuts",2019-06-03,2019,Q2,6,3,2019-06-05,Turkey,2019-06-01,For import,20079997,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,5010
"Other/Preparations of vegetables, fruit, nuts",2019-06-03,2019,Q2,6,3,2019-06-20,Turkey,2019-06-01,For import,2008999960,Figs,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,2434
"Other/Preparations of vegetables, fruit, nuts",2019-06-04,2019,Q2,6,4,2019-06-04,Turkey,2019-05-14,For import,20085061,With a sugar content exceeding 13|% by weight,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,8136
"Other/Preparations of vegetables, fruit, nuts",2019-06-04,2019,Q2,6,4,2019-06-17,United States,2019-06-17,For import,200819,"Other than 2008 11, including mixtures",Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,5891
"Other/Preparations of vegetables, fruit, nuts",2019-06-04,2019,Q2,6,4,2019-06-17,United States,2019-06-17,For import,200819,"Other than 2008 11, including mixtures",Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,5891
"Other/Preparations of vegetables, fruit, nuts",2019-06-05,2019,Q2,6,5,2019-06-07,Japan,2019-06-06,For import,20059100,Bamboo shoots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,12
"Other/Preparations of vegetables, fruit, nuts",2019-06-05,2019,Q2,6,5,2019-06-09,Turkey,2019-06-09,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,21000
"Other/Preparations of vegetables, fruit, nuts",2019-06-05,2019,Q2,6,5,2019-06-09,Turkey,2019-06-06,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,20000
"Other/Preparations of vegetables, fruit, nuts",2019-06-05,2019,Q2,6,5,2019-06-09,Turkey,2019-05-06,For import,20079997,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,5691
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,Turkey,2019-06-05,For import,2008999919,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,950
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,Turkey,2019-06-05,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,4000
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,Turkey,2019-06-05,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,4000
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,Turkey,2019-06-05,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,4000
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,Turkey,2019-06-05,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,6000
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,Turkey,2019-06-05,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1000
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,Turkey,2019-06-05,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,5000
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,India,2019-06-05,For import,20081198,In immediate packings of a net content not exceeding 1|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,490
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,India,2019-06-05,For import,20081198,In immediate packings of a net content not exceeding 1|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,490
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,India,2019-06-05,For import,20081198,In immediate packings of a net content not exceeding 1|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,500
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-06,India,2019-06-05,For import,20081198,In immediate packings of a net content not exceeding 1|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,300
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-09,Turkey,2019-06-06,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,10000
"Other/Preparations of vegetables, fruit, nuts",2019-06-06,2019,Q2,6,6,2019-06-09,Turkey,2019-06-06,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2000
